"Timestamp","Please indicate your consent before proceeding","How would you describe your current level of experience in regards to data and semantic mapping","Metadata about stakeholders (A stakeholder is anybody who has contributed to the development of a mapping, such as knowledge engineers and domain experts) [Stakeholder's Human Readable Name]","Metadata about stakeholders (A stakeholder is anybody who has contributed to the development of a mapping, such as knowledge engineers and domain experts) [Stakeholder's URI]","Metadata about stakeholders (A stakeholder is anybody who has contributed to the development of a mapping, such as knowledge engineers and domain experts) [Role of stakeholder at each stage of the mapping process]","Metadata about stakeholders (A stakeholder is anybody who has contributed to the development of a mapping, such as knowledge engineers and domain experts) [Background on the stakeholder]","Metadata about stakeholders (A stakeholder is anybody who has contributed to the development of a mapping, such as knowledge engineers and domain experts) [Stakeholder organization]","Metadata related to the purpose of the mapping project [Mapping requirements ]","Metadata related to the purpose of the mapping project [Type of mapping (ontologies mapping, uplift mapping, interlinking)]","Metadata related to the purpose of the mapping project [Mapping domain (Medical, Library ...etc)]","Metadata related to the purpose of the mapping project [Domain assumptions]","Metadata related to the purpose of the mapping project [Any technical requirements]","Metadata related to the purpose of the mapping project [Risks or issues identified prior to development]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Input name in human readable form]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Input URI (Uniform Resource Identifier)]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Source of this input]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Input type (eg: ontology , RDF dataset ..etc)]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Input creator]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Input format (eg: csv, xml ..etc)]","Metadata to describe the design process of the mapping. . During this process, a decision is made as to whether an existing mapping can be reused or if a new one should be developed. [Final design decisions (create new mapping, reuse existing mapping, integrate multiple mapping ..etc)]","Metadata to describe the design process of the mapping. . During this process, a decision is made as to whether an existing mapping can be reused or if a new one should be developed. [Design decision justification ]","Metadata to describe the design process of the mapping. . During this process, a decision is made as to whether an existing mapping can be reused or if a new one should be developed. [Mapping quality metrics (metrics to consider during the development)]","Metadata to describe the development process of a mapping  [Mapping Human readable name]","Metadata to describe the development process of a mapping  [Mapping URI (Uniform Resource Identifier)]","Metadata to describe the development process of a mapping  [Development of mapping started on (date/time)]","Metadata to describe the development process of a mapping  [Development of mapping end on (date/time)]","Metadata to describe the development process of a mapping  [Tools used during the development ]","Metadata to describe the development process of a mapping  [Mapping method (manual - automatic)]","Metadata to describe the development process of a mapping  [Mapping algorithm]","Metadata to describe the development process of a mapping  [Mapping format]","Metadata for describing the testing process of a mapping [Testing unique identifier ]","Metadata for describing the testing process of a mapping [Testing name ]","Metadata for describing the testing process of a mapping [Testing Type (Validation, Verification, Quality testing)]","Metadata for describing the testing process of a mapping [Testing Date/Time ]","Metadata for describing the testing process of a mapping [Testing Result]","Metadata for describing the management and maintenance of mappings [Publisher name]","Metadata for describing the management and maintenance of mappings [Publisher source]","Metadata for describing the management and maintenance of mappings [Version number ]","Metadata for describing the management and maintenance of mappings [Version data/time]","Please let us know of any other metadata fields you recommend adding to improve the mapping discovery process ","Metadata about stakeholders (A stakeholder is anybody who has contributed to the development of a mapping, such as knowledge engineers and domain experts) [Stakeholder's Human Readable Name]","Metadata about stakeholders (A stakeholder is anybody who has contributed to the development of a mapping, such as knowledge engineers and domain experts) [Stakeholder's URI]","Metadata about stakeholders (A stakeholder is anybody who has contributed to the development of a mapping, such as knowledge engineers and domain experts) [Role of stakeholder at each stage of the mapping process]","Metadata about stakeholders (A stakeholder is anybody who has contributed to the development of a mapping, such as knowledge engineers and domain experts) [Background on the stakeholder]","Metadata about stakeholders (A stakeholder is anybody who has contributed to the development of a mapping, such as knowledge engineers and domain experts) [Stakeholder organization]","Metadata related to the purpose of this mapping project [Mapping requirements]","Metadata related to the purpose of this mapping project [Type of mapping (ontologies mapping, uplift mapping, interlinking)]","Metadata related to the purpose of this mapping project [Mapping domain (Medical, Library...etc)]","Metadata related to the purpose of this mapping project [Domain assumptions]","Metadata related to the purpose of this mapping project [Any technical requirements]","Metadata related to the purpose of this mapping project [Risks or issues identified prior to development]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Input name in human readable form]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Input URI (Uniform Resource Identifier)]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Source of this input]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Input type (eg: ontology , RDF dataset ..etc)]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Input creator]","Metadata to describe inputs that will be mapped (In the case of ontology mapping, inputs would be ontologies, datasets or entities for the interlinking type of mapping, and any source of data for uplift mapping.) [Input format (eg: csv, xml ..etc)]","Metadata to describe the design process of the mapping. . During this process, a decision is made as to whether an existing mapping can be reused or if a new one should be developed. [Final design decisions (create new mapping, reuse existing mapping, integrate multiple mapping ..etc)]","Metadata to describe the design process of the mapping. . During this process, a decision is made as to whether an existing mapping can be reused or if a new one should be developed. [Design decision justification ]","Metadata to describe the design process of the mapping. . During this process, a decision is made as to whether an existing mapping can be reused or if a new one should be developed. [Mapping quality metrics (metrics to consider during the development)]","Metadata to describe the development process of a mapping  [Mapping Human readable name]","Metadata to describe the development process of a mapping  [Mapping URI (Uniform Resource Identifier)]","Metadata to describe the development process of a mapping  [Development of mapping started on (date/time)]","Metadata to describe the development process of a mapping  [Development of mapping end on (date/time)]","Metadata to describe the development process of a mapping  [Tools used during the development ]","Metadata to describe the development process of a mapping  [Mapping method (manual - automatic)]","Metadata to describe the development process of a mapping  [Mapping algorithm]","Metadata to describe the development process of a mapping  [Mapping format]","Metadata for describing the testing process of a mapping [Testing Unique identifier ]","Metadata for describing the testing process of a mapping [Testing name ]","Metadata for describing the testing process of a mapping [Testing Type (Validation, Verification, Quality testing)]","Metadata for describing the testing process of a mapping [Testing Date/Time ]","Metadata for describing the testing process of a mapping [Testing Result]","Metadata for describing the management and maintenance of mappings [Publisher name]","Metadata for describing the management and maintenance of mappings [Publisher source]","Metadata for describing the management and maintenance of mappings [Version number ]","Metadata for describing the management and maintenance of mappings [Version data/time]","Finally, if you are aware of any other metadata fields that would improve assessing the quality of mappings, please let us know about them.","","","",""
"2022/06/14 6:39:32 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Intermediate","4","4","4","4","4","4","3","1      Highly relevant to mapping discovery","4","4","4","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","3","4","4","2","3","3","3","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","4","4","4","2","3","3","4","4","4","4","3","2","2","2","3","","4","4","4","2","4","4","4","4","1      Highly relevant to quality assessment","4","3","2","2","4","4","4","4","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","4","4","4","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","4","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","4","1    Highly relevant to quality assessment","2","4","2","4","","","","",""
"2022/06/21 3:24:56 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Expert","1        Highly relevant to mapping discovery","1        Highly relevant to mapping discovery","3","3","2","2","1      Highly relevant to mapping discovery","2","3","2","2","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","2","3","1      Highly relevant to mapping discovery","2","2","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","2","2","3","2","2","1   Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","2","2","1    Highly relevant to mapping discovery","2","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","2","2","Publisher URI","2","1        Highly relevant to quality assessment","2","2","1        Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","3","1      Highly relevant to quality assessment","2","2","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","3","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","1   Highly relevant to quality assessment","2","2","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","2","2","","","","",""
"2022/07/22 4:17:00 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Expert","1        Highly relevant to mapping discovery","1        Highly relevant to mapping discovery","2","2","3","1      Highly relevant to mapping discovery","2","3","3","3","4","2","1      Highly relevant to mapping discovery","2","1      Highly relevant to mapping discovery","2","3","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","3","1   Highly relevant to mapping discovery","2","2","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","2","2","3","3","3","3","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","See SSOM, now available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/07/22 5:07:29 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Expert","3","3","2","3","3","","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","2","2","2","3","3","3","1      Highly relevant to mapping discovery","3","2","2","2","2","3","3","2","2","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","3","3","1    Highly relevant to mapping discovery","3","1    Highly relevant to mapping discovery","3","3","1    Highly relevant to mapping discovery","2","1. Metadata to describe the outputs as well (target of the mapping). 2. Standards used to implement the mapping (XML, JSON, spreadsheets, etc.)","3","3","2","3","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","1      Highly relevant to quality assessment","2","3","3","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","2","3","3","3","3","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","3","3","1    Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","3","3","1    Highly relevant to quality assessment","2","","","","",""
"2022/07/22 6:49:31 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Expert","2","4","3","4","3","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","2","2","3","4","2","4","4","1      Highly relevant to mapping discovery","4","1      Highly relevant to mapping discovery","2","2","1      Highly relevant to mapping discovery","2","1   Highly relevant to mapping discovery","4","4","3","2","2","3","5   Irrelevant to mapping discovery","2","1    Highly relevant to mapping discovery","2","2","2","3","4","1    Highly relevant to mapping discovery","Most important is extent of actual usage - number of projects, amount of data, whether in production use. Also the change/issue management process (if there is one)  (BTW last question should have been ""date/time""  not ""data/time"")","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","See previous page, since I don't separate discovery from evaluating quality of mappings","","","",""
"2022/07/25 7:49:03 AM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Beginner","3","4","5      Irrelevant to mapping discovery","5      Irrelevant to mapping discovery","4","3","2","1      Highly relevant to mapping discovery","4","3","5     Irrelevant to mapping discovery","1      Highly relevant to mapping discovery","2","3","3","3","4","5     Irrelevant to mapping discovery","5     Irrelevant to mapping discovery","3","2","3","4","2","5   Irrelevant to mapping discovery","4","4","4","5   Irrelevant to mapping discovery","5   Irrelevant to mapping discovery","4","4","4","3","3","2","2","","5      Irrelevant to quality assessment","5      Irrelevant to quality assessment","5      Irrelevant to quality assessment","5      Irrelevant to quality assessment","5      Irrelevant to quality assessment","2","2","2","4","3","4","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","2","5      Irrelevant to quality assessment","4","3","3","1      Highly relevant to quality assessment","1   Highly relevant to quality assessment","2","5   Irrelevant to quality assessment","2","5   Irrelevant to quality assessment","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","3","2","1    Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","5    Irrelevant to quality assessment","3","2","2","","","","",""
"2022/07/25 12:11:00 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Expert","5      Irrelevant to mapping discovery","5      Irrelevant to mapping discovery","1        Highly relevant to mapping discovery","1        Highly relevant to mapping discovery","1        Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","2","5      Irrelevant to mapping discovery","5      Irrelevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","2","1      Highly relevant to mapping discovery","5     Irrelevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","5   Irrelevant to mapping discovery","5   Irrelevant to mapping discovery","5   Irrelevant to mapping discovery","5   Irrelevant to mapping discovery","5   Irrelevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","5   Irrelevant to mapping discovery","1    Highly relevant to mapping discovery","5    Irrelevant to mapping discovery","5    Irrelevant to mapping discovery","5    Irrelevant to mapping discovery","5    Irrelevant to mapping discovery","","5      Irrelevant to quality assessment","5      Irrelevant to quality assessment","1        Highly relevant to quality assessment","1        Highly relevant to quality assessment","1        Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","5      Irrelevant to quality assessment","5      Irrelevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","5      Irrelevant to quality assessment","2","5     Irrelevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","5   Irrelevant to quality assessment","5   Irrelevant to quality assessment","5   Irrelevant to quality assessment","5   Irrelevant to quality assessment","5   Irrelevant to quality assessment","2","2","5   Irrelevant to quality assessment","1    Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","5   Irrelevant to quality assessment","1    Highly relevant to quality assessment","5    Irrelevant to quality assessment","5    Irrelevant to quality assessment","5    Irrelevant to quality assessment","5    Irrelevant to quality assessment","","","","",""
"2022/07/25 3:47:21 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Expert","4","4","4","4","3","2","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","3","3","2","2","3","3","5      Irrelevant to mapping discovery","3","3","3","3","1   Highly relevant to mapping discovery","3","3","3","3","3","3","1   Highly relevant to mapping discovery","4","4","2","2","2","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","Use of mapping constructs (e.g. 'direct mapping', 'using ontology design pattern X', 'uplifiting optimization Y', etc.)","1        Highly relevant to quality assessment","4","3","4","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","4","1      Highly relevant to quality assessment","4","4","4","4","4","4","2","2","2","4","4","2","2","3","2","2","4","5   Irrelevant to quality assessment","5   Irrelevant to quality assessment","1    Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","3","2","2","","","","",""
"2022/11/05 12:23:34 AM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","No experience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/11/08 1:03:32 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Intermediate - ""Intermediate refers to someone who has at least six months experience working on real world projects and reasonable experience with data and semantic mappings""","3","2","2","1        Highly relevant to mapping discovery","4","2","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","3","4","2","3","2","2","2","2","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","2","1      Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","2","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","2","2","3","1    Highly relevant to mapping discovery","2","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","","2","2","1        Highly relevant to quality assessment","1        Highly relevant to quality assessment","3","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","2","3","2","2","1      Highly relevant to quality assessment","2","3","2","2","2","2","2","2","2","2","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","2","2","2","3","1    Highly relevant to quality assessment","3","1    Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","2","2","","","","",""
"2022/11/08 1:41:20 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Beginner - ""Beginner refers to someone who has been introduced to data and semantic mappings but has not applied them to a project or has less than 6 months' experience""","3","1        Highly relevant to mapping discovery","4","5      Irrelevant to mapping discovery","2","2","2","1      Highly relevant to mapping discovery","2","4","2","4","1      Highly relevant to mapping discovery","3","2","4","2","2","1      Highly relevant to mapping discovery","4","4","1   Highly relevant to mapping discovery","4","4","1   Highly relevant to mapping discovery","2","1   Highly relevant to mapping discovery","3","1    Highly relevant to mapping discovery","2","4","2","4","3","2","1    Highly relevant to mapping discovery","2","","5      Irrelevant to quality assessment","2","1        Highly relevant to quality assessment","1        Highly relevant to quality assessment","2","1      Highly relevant to quality assessment","4","3","1      Highly relevant to quality assessment","2","2","5      Irrelevant to quality assessment","2","1      Highly relevant to quality assessment","4","2","4","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","5   Irrelevant to quality assessment","2","3","3","2","4","1   Highly relevant to quality assessment","3","2","3","1    Highly relevant to quality assessment","3","1    Highly relevant to quality assessment","4","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","2","","","","",""
"2022/11/08 3:13:36 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Beginner - ""Beginner refers to someone who has been introduced to data and semantic mappings but has not applied them to a project or has less than 6 months' experience""","5      Irrelevant to mapping discovery","1        Highly relevant to mapping discovery","5      Irrelevant to mapping discovery","3","1        Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","3","4","4","3","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","3","3","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","3","1      Highly relevant to mapping discovery","3","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","3","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","3","","1        Highly relevant to quality assessment","1        Highly relevant to quality assessment","1        Highly relevant to quality assessment","1        Highly relevant to quality assessment","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","3","1      Highly relevant to quality assessment","2","2","1   Highly relevant to quality assessment","2","3","3","1   Highly relevant to quality assessment","2","2","1   Highly relevant to quality assessment","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","2","2","2","1    Highly relevant to quality assessment","2","2","","","","","",""
"2022/11/08 5:49:18 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Beginner - ""Beginner refers to someone who has been introduced to data and semantic mappings but has not applied them to a project or has less than 6 months' experience""","1        Highly relevant to mapping discovery","2","2","3","3","1      Highly relevant to mapping discovery","2","3","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","3","2","1      Highly relevant to mapping discovery","2","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","2","2","3","2","3","2","2","","3","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","4","3","4","1    Highly relevant to mapping discovery","2","3","2","4","3","","2","3","2","2","3","2","1      Highly relevant to quality assessment","3","2","2","3","3","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","3","3","3","3","2","3","1   Highly relevant to quality assessment","2","2","3","1   Highly relevant to quality assessment","3","3","3","","1    Highly relevant to quality assessment","2","2","3","4","3","1    Highly relevant to quality assessment","","","","",""
"2022/11/10 9:25:12 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Beginner - ""Beginner refers to someone who has been introduced to data and semantic mappings but has not applied them to a project or has less than 6 months' experience""","4","4","3","3","3","2","2","2","2","3","3","2","2","2","3","3","3","1      Highly relevant to mapping discovery","2","2","3","2","3","3","3","3","3","2","2","2","3","3","2","2","2","2","2","","4","3","3","4","4","2","2","3","1      Highly relevant to quality assessment","3","2","2","2","4","3","3","3","2","2","2","2","2","2","3","3","3","3","3","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","2","2","2","2","","","","",""
"2022/11/13 4:28:45 AM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Beginner - ""Beginner refers to someone who has been introduced to data and semantic mappings but has not applied them to a project or has less than 6 months' experience""","4","4","2","3","3","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","3","2","3","4","2","2","2","2","4","4","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","3","3","3","3","3","2","3","3","3","3","3","2","3","3","3","","4","4","3","4","4","2","2","3","2","2","2","3","3","3","3","3","3","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","4","4","4","4","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","3","3","3","1    Highly relevant to quality assessment","3","3","2","2","2","3","","","","",""
"2022/11/14 2:19:21 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Beginner - ""Beginner refers to someone who has been introduced to data and semantic mappings but has not applied them to a project or has less than 6 months' experience""","3","2","2","3","3","2","2","2","2","2","2","2","2","3","3","3","4","2","2","2","2","2","2","2","2","2","2","2","2","3","2","3","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","2","2","","2","3","3","4","3","2","2","3","3","3","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","3","3","2","2","2","2","2","2","2","2","2","2","2","3","3","2","3","2","2","1    Highly relevant to quality assessment","3","3","","","","",""
"2022/11/19 6:25:31 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Beginner - ""Beginner refers to someone who has been introduced to data and semantic mappings but has not applied them to a project or has less than 6 months' experience""","2","1        Highly relevant to mapping discovery","3","3","2","2","2","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","2","3","2","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","1      Highly relevant to mapping discovery","3","2","2","2","2","2","1   Highly relevant to mapping discovery","3","3","2","3","2","2","1    Highly relevant to mapping discovery","2","2","2","1    Highly relevant to mapping discovery","2","2","2","2","","2","1        Highly relevant to quality assessment","2","2","4","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","2","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","3","1      Highly relevant to quality assessment","2","2","2","2","1   Highly relevant to quality assessment","3","3","2","3","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","1    Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","3","3","2","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","2","","","","",""
"2022/11/20 10:15:27 PM GMT+1","I consent to participate in this study, and consent to the data processing necessary to enable my participation and to achieve the research goals of this study.","Intermediate - ""Intermediate refers to someone who has at least six months experience working on real world projects and reasonable experience with data and semantic mappings""","1        Highly relevant to mapping discovery","2","2","1        Highly relevant to mapping discovery","2","1      Highly relevant to mapping discovery","2","2","1      Highly relevant to mapping discovery","2","2","2","2","1      Highly relevant to mapping discovery","2","1      Highly relevant to mapping discovery","2","2","2","1      Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","2","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","2","1   Highly relevant to mapping discovery","1   Highly relevant to mapping discovery","2","2","2","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","2","2","1    Highly relevant to mapping discovery","1    Highly relevant to mapping discovery","2","","2","1        Highly relevant to quality assessment","1        Highly relevant to quality assessment","2","1        Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","1      Highly relevant to quality assessment","2","2","1      Highly relevant to quality assessment","1      Highly relevant to quality assessment","2","2","1   Highly relevant to quality assessment","2","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","1   Highly relevant to quality assessment","2","2","1    Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","1    Highly relevant to quality assessment","2","1    Highly relevant to quality assessment","","","","",""
